Word,Language
ofvermodige kristians deltagande,Swedish
han lade,Swedish
i det narmaste,Swedish
ska jag nu,Swedish
han vistades,Swedish
det ar nagonting,Swedish
af detta lugn,Swedish
breitenfeld sade han,Swedish
pafviske hundarne ondt,Swedish
det vore,Swedish
sedan han ofverlemnat,Swedish
om du ratt,Swedish
hall inne dermed,Swedish
saker forbindelse med,Swedish
ogonblicket var,Swedish
utan att blinka,Swedish
ganska stor samling,Swedish
farden staldes mot,Swedish
antingen maste vi,Swedish
du ar nog,Swedish
det kanske ar,Swedish
var lugn mitt,Swedish
wallenstein ar ofver,Swedish
blotta namn var,Swedish
den scen som,Swedish
skams du inte,Swedish
exempel ha papisterne,Swedish
jag kanner bara,Swedish
lottningen far sedan,Swedish
och sedan det,Swedish
ocksa forenade sina,Swedish
jag hoppas,Swedish
gud valsigne dig,Swedish
rusade pa henne,Swedish
gud ar min,Swedish
och hennes gamle,Swedish
ganger hade han,Swedish
som under den,Swedish
detta var naturligtvis,Swedish
men hvarfor detta,Swedish
asynen af nero,Swedish
men hur noga,Swedish
att med anlitande,Swedish
nej sa sannt,Swedish
men sorgen,Swedish
ja nog ska,Swedish
pax vobiscum,Swedish
det andra och,Swedish
minnchen sade ernst,Swedish
lugn inte ar,Swedish
da fredrik dahlspets,Swedish
jo jo det,Swedish
de viskar,Swedish
ja gor du,Swedish
rifva din djefvulska,Swedish
vanda i foljd,Swedish
ungefar en mil,Swedish
detta hans vanliga,Swedish
ehuru han knappt,Swedish
blifvande hustru kom,Swedish
ett bibliskt ordsprak,Swedish
hur sa farfar,Swedish
mellan och genom,Swedish
utan att allt,Swedish
ja sa tyckte,Swedish
med dessa ord,Swedish
pojken stupade,Swedish
deremot i sitt,Swedish
kriget flyttas hit,Swedish
komma at nasduken,Swedish
hordes ett skott,Swedish
det svaga,Swedish
sig vara trakter,Swedish
annchens nunnedragt,Swedish
springare skyggade till,Swedish
och tog ett,Swedish
han med skygga,Swedish
men jag tycker,Swedish
ja visst ar,Swedish
andteligen star jag,Swedish
det ar andra,Swedish
sag allvarligt pa,Swedish
svensken kommer,Swedish
beslutsamhet som han,Swedish
hunden stannade och,Swedish
kommit in,Swedish
dock betanka tva,Swedish
da hasten,Swedish
ar det sant,Swedish
bierich och master,Swedish
munk utbrast ryttmastaren,Swedish
annorlunda,Swedish
dock kunde,Swedish
godt da ska,Swedish
egen skull,Swedish
det utfor han,Swedish
snurrande omkring som,Swedish
manga ord utan,Swedish
jag ska rent,Swedish
grasliga olyckor,Swedish
jag fruktar for,Swedish
fardig nu,Swedish
menniska i detta,Swedish
det ar nastan,Swedish
ja det tror,Swedish
utkommen i,Swedish
undersokas,Swedish
de upp mer,Swedish
nummer tva,Swedish
haret stod,Swedish
lat det bli,Swedish
joseph pojken,Swedish
att den unge,Swedish
drog hon sig,Swedish
den narstaende master,Swedish
far han mar,Swedish
gif mig min,Swedish
ingen enda,Swedish
akta dig utbrast,Swedish
det kan jag,Swedish
flyktingarne lyckligt igenom,Swedish
for de infall,Swedish
inte alldeles men,Swedish
anryckande ingafvo honom,Swedish
da har kanske,Swedish
flickan da uppgaf,Swedish
jag fick i,Swedish
for himmelens skull,Swedish
du mitt rad,Swedish
narmade sig sachsen,Swedish
sent markte detta,Swedish
arbetat hos moritz,Swedish
fran att,Swedish
spar af densamma,Swedish
stilla stilla,Swedish
jag kanner,Swedish
efter en kort,Swedish
sa tycker afven,Swedish
med tillhjelp,Swedish
i detsamma danade,Swedish
jag vet nog,Swedish
och atfoljdes genast,Swedish
honom nu mera,Swedish
namnvard svarighet som,Swedish
slottsegaren och ryttmastaren,Swedish
mera sansade bland,Swedish
oforsigtigt nog,Swedish
annchens milda och,Swedish
grubblade desto mera,Swedish
skulle ha fallit,Swedish
afviga handen den,Swedish
du har val,Swedish
ett rum i,Swedish
friskare kansla,Swedish
fasa och da,Swedish
bon om forskoning,Swedish
drifvit honom till,Swedish
ja herre vid,Swedish
soderns brannande solstralar,Swedish
men skriften utbrast,Swedish
jaha utbrast franz,Swedish
en spand pistol,Swedish
se escondieron,Spanish
pero he oido,Spanish
el sabado por,Spanish
un fuerte ronquido,Spanish
fue directamente,Spanish
me encojo,Spanish
estabamos imaginando,Spanish
reconocio a,Spanish
buckbeak que,Spanish
eh grito,Spanish
de quien,Spanish
jadeando,Spanish
riddikulo grito,Spanish
creian que,Spanish
bueno es,Spanish
el tiempo,Spanish
se senalo el,Spanish
un verdadero,Spanish
me cai contesto,Spanish
ah claro exclamo,Spanish
otra rama les,Spanish
al correr,Spanish
a edicion agosto,Spanish
buckbeak exclamo,Spanish
buckbeak dio una,Spanish
el rencor de,Spanish
los dementores,Spanish
si estoy,Spanish
oyo crujir,Spanish
el papel,Spanish
unos pasos amortiguados,Spanish
asi pues,Spanish
bien bebamos,Spanish
exclamo pettigrew,Spanish
arrastrare al,Spanish
el regalo,Spanish
todavia no puedo,Spanish
significa eso que,Spanish
miro los terrenos,Spanish
el fuego,Spanish
bien pues dijo,Spanish
posos de te,Spanish
parvati bajo la,Spanish
sir cadogan ha,Spanish
cuando dijera,Spanish
murio veinticuatro,Spanish
los terrenos del,Spanish
y que hacemos,Spanish
y dejo en,Spanish
palideciendo aun,Spanish
nos internaremos,Spanish
nos arriesgaremos sybill,Spanish
les aconsejo,Spanish
una trampa,Spanish
aun asi era,Spanish
permanecio sentado,Spanish
seamus grito el,Spanish
si queria,Spanish
los senores lunatico,Spanish
por supuesto sonrio,Spanish
porque somos muchos,Spanish
se enfado,Spanish
malfoy los adelanto,Spanish
la esquivo,Spanish
sabe que los,Spanish
tenia en,Spanish
hubo otro,Spanish
le da verguenza,Spanish
ahora inclina,Spanish
y despues,Spanish
malfoy era,Spanish
se estaba,Spanish
ya oisteis lo,Spanish
no perderia,Spanish
vamos todos ordeno,Spanish
como ha llamado,Spanish
exactamente dijo,Spanish
donde esta sirius,Spanish
les conto lo,Spanish
de todas formas,Spanish
la lluvia arreciaba,Spanish
han encontrado algun,Spanish
oscilaba a,Spanish
habremos tenido una,Spanish
han atrapado a,Spanish
es callado porque,Spanish
nunca nunca,Spanish
estaba tomando el,Spanish
bole golpeo,Spanish
la mia tenia,Spanish
se detuvo,Spanish
lo ves severus,Spanish
me basto,Spanish
dijo consultando,Spanish
me encargare,Spanish
cada bestia,Spanish
se oyo el,Spanish
la unica,Spanish
todo saldra,Spanish
no se como,Spanish
el sabado tenemos,Spanish
despues del desayuno,Spanish
lo consultare,Spanish
el cuerpo,Spanish
no ocurrio nada,Spanish
como ir detras,Spanish
quien te parecio,Spanish
este pergamino,Spanish
no decia,Spanish
parecia muy,Spanish
nunca ven,Spanish
ahi esta sirius,Spanish
chist escucha alguien,Spanish
volvian al castillo,Spanish
ahora comete,Spanish
por favor profesora,Spanish
eso es verdad,Spanish
por supuesto contesto,Spanish
mas o menos,Spanish
las aparto,Spanish
black esta,Spanish
pero si eras,Spanish
sintio el suelo,Spanish
luego tuvieron transformaciones,Spanish
localizo,Spanish
sirius hizo salir,Spanish
yo tampoco estaba,Spanish
si de acuerdo,Spanish
ya estaban alli,Spanish
lleno de,Spanish
el augurio,Spanish
llegaron cuando,Spanish
pero tuvo que,Spanish
teneis que acariciarlo,Spanish
pero olvidaba,Spanish
utilizan la,Spanish
un par de,Spanish
vamos ven,Spanish
angelina golpeo el,Spanish
me marchare,Spanish
inteligente muchacha,Spanish
se aproximo,Spanish
salio corriendo,Spanish
los comentarios,Spanish
luego snape,Spanish
la saeta,Spanish
una figura oscura,Spanish
no necesitaron oirlo,Spanish
estamos aqui,Spanish
y yo dijo,Spanish
no crookshanks no,Spanish
no estoy fatigado,Spanish
si snape,Spanish
hubo una pausa,Spanish
ahora susurro,Spanish
estamos haciendo todo,Spanish
prometeme que oigas,Spanish
se deslizaban,Spanish
tendreis que,Spanish
al entrar,Spanish
lo mejor es,Spanish
quedarmela pregunto dubitativo,Spanish
la siguio,Spanish
tienes que escucharme,Spanish
mira grito acercandose,Spanish
en el rostro,Spanish
tambien aborrecia,Spanish
lily y james,Spanish
scabbers exclamo,Spanish
en menos,Spanish
quieres hacer el,Spanish
cuando miro,Spanish
ese es un,Spanish
que ocurrira,Spanish
scabbers se,Spanish
indignados porque,Spanish
lupin forcejeaba para,Spanish
todos estaban,Spanish
puedo pidio la,Spanish
estaba impaciente,Spanish
vamos es,Spanish
por favor profesor,Spanish
has visto las,Spanish
se inclino,Spanish
snape habia,Spanish
sirius no,Spanish
como funciona eso,Spanish
pues claro dijo,Spanish
sirius murmuro,Spanish
y la mano,Spanish
peor que,Spanish
pero una,Spanish
sabian cuanto,Spanish
la agresion,Spanish
y seamos,Spanish
mira esto dijo,Spanish
dos de nosotros,Spanish
nunca supo,Spanish
como somos,Spanish
lo comprendo,Spanish
ya vamos molly,Spanish
procura ganar,Spanish
acababa de,Spanish
vamos buckbeak murmuro,Spanish
lupin vacio la,Spanish
no olvides,Spanish
impervius,Spanish
vamos dijo,Spanish
luego una,Spanish
pero claro,Spanish
era como si,Spanish
tuvo un sueno,Spanish
bill dice,Spanish
y crees que,Spanish
finalmente se,Spanish
se mordio,Spanish
el telefono,Spanish
estar al,Spanish
alargo el,Spanish
no le pasa,Spanish
aparecio,Spanish
apartate de aqui,Spanish
angelina casi se,Spanish
y como se,Spanish
de repente angelina,Spanish
si realmente,Spanish
lechuzas mensajeras,Spanish
abandonabamos la,Spanish
riddikulo grito dean,Spanish
podria hacerlo,Spanish
siempre husmeando,Spanish
puedo explicarlo,Spanish
yo no lo,Spanish
al llegar,Spanish
habia inclinado,Spanish
wood senalo,Spanish
la oficina de,Spanish
estoy impresionado,Spanish
la localizo,Spanish
todos se,Spanish
asi es confirmo,Spanish
vete a despertar,Spanish
wood hablaba con,Spanish
prometeme,Spanish
venga respondio debilmente,Spanish
has comido,Spanish
oyeron que,Spanish
tiene una lechuza,Spanish
tendremos que examinarla,Spanish
snape le,Spanish
yo inventaba,Spanish
senorita granger dijo,Spanish
dijo quien lo,Spanish
el grupo,Spanish
que oh no,Spanish
ay ay que,Spanish
les dirigio,Spanish
debia de,Spanish
algo brillaba,Spanish
vuelas tan,Spanish
se dispersaron cuando,Spanish
su pocion,Spanish
oia aunque,Spanish
no debes,Spanish
todos la miraron,Spanish
el ultimo examen,Spanish
gracias dijo,Spanish
senora hooch le,Spanish
cuando el timbre,Spanish
tampoco miro,Spanish
excepto malfoy,Spanish
lentamente como en,Spanish
fue maravilloso,Spanish
luego volvieron,Spanish
he oido que,Spanish
les ruego,Spanish
tenia la intencion,Spanish
dudo que,Spanish
embargado de emocion,Spanish
desprendio la,Spanish
detras de el,Spanish
muchacho,Spanish
pero si te,Spanish
luego resbalo,Spanish
este ultimisimo modelo,Spanish
alegrate,Spanish
macnair tu,Spanish
subio al,Spanish
no quiero asustarlo,Spanish
es una tienda,Spanish
adonde ira este,Spanish
sientate dijo lupin,Spanish
el tiempo empeoro,Spanish
prosiguio con,Spanish
egipto es estupendo,Spanish
los demas profesores,Spanish
bueno entonces dijo,Spanish
copyright c emece,Spanish
gracias querida,Spanish
oliver wood,Spanish
marchaos rapido,Spanish
para le dijo,Spanish
todos salvo percy,Spanish
black ya habia,Spanish
ella no contesto,Spanish
el kappa,Spanish
conociendo a,Spanish
la manana del,Spanish
pero acababa,Spanish
estupendo dia dijo,Spanish
vio girarse,Spanish
sabian que,Spanish
no me he,Spanish
estaba lleno de,Spanish
para que quieres,Spanish
cinco minutos mas,Spanish
si respondio snape,Spanish
black hizo aparecer,Spanish
de verdad que,Spanish
paso por,Spanish
que demo,Spanish
me encanta que,Spanish
su madre,Spanish
primero no,Spanish
prefiero no,Spanish
el recuerdo,Spanish
oyeron a,Spanish
quiso coger,Spanish
y tu que,Spanish
la clase rompio,Spanish
